n_iters,area
1,5.74556544
3,3.98827584
5,2.7672019199999998
7,2.3138438399999997
9,2.088288
11,1.9614585599999999
13,1.87699392
15,1.8169747199999997
17,1.7751744
19,1.7423193599999998
21,1.71738432
23,1.69544448
25,1.68000192
27,1.6667078399999997
29,1.64950272
31,1.64673216
33,1.63199808
35,1.62796032
37,1.61517312
39,1.6104095999999999
41,1.6103692799999998
43,1.6039584
45,1.6029158399999999
47,1.5920870399999998
49,1.58982336
51,1.58868864
53,1.5794496
55,1.57971456
57,1.58044608
59,1.5721286399999999
61,1.5689894400000002
63,1.5701932799999998
65,1.56794112
67,1.56670848
69,1.5639264
71,1.562112
73,1.56308544
75,1.55783232
77,1.55673216
79,1.5555628799999999
81,1.5555628799999999
83,1.5578208
85,1.5488639999999998
87,1.5514559999999997
89,1.5511449599999998
91,1.54901376
93,1.5441407999999999
95,1.5443712
97,1.5455174399999998
99,1.54410048
101,1.5482073600000001
103,1.54323648
105,1.5428851199999998
107,1.5438527999999998
109,1.5458860799999998
111,1.54413504
113,1.5414278399999999
115,1.54081728
117,1.53338688
119,1.5355468799999998
121,1.5392793599999999
123,1.5345504
125,1.53907776
127,1.5385824
129,1.5406041599999998
131,1.5369696
133,1.53590976
135,1.53680832
137,1.53334656
139,1.53525888
141,1.53760896
143,1.534464
145,1.53090432
147,1.53452736
149,1.52966592
151,1.53332928
153,1.53014976
155,1.5352704
157,1.53657216
159,1.5327417599999997
161,1.52743104
163,1.52891136
165,1.52712
167,1.53184896
169,1.52808768
171,1.52874432
173,1.52563392
175,1.5315206399999999
177,1.53214848
179,1.52397504
181,1.52989056
183,1.52967168
185,1.52714304
187,1.52743104
189,1.53027072
191,1.52884224
193,1.5274368
195,1.52439552
197,1.52623296
199,1.52716608
201,1.5230937599999999
203,1.52401536
205,1.52348544
207,1.5255705599999998
209,1.52776512
211,1.5201504
213,1.52759808
215,1.52829504
217,1.5225984000000001
219,1.5317337599999998
221,1.5253113600000001
223,1.52348544
225,1.52784576
227,1.52557632
229,1.5308639999999998
231,1.52086464
233,1.52491968
235,1.52785728
237,1.5254784000000001
239,1.52500032
241,1.52206272
243,1.52290944
245,1.52615232
247,1.5182668799999999
249,1.5244012800000002
251,1.5199200000000002
253,1.52606592
255,1.52469504
