n_iters,area
1,5.7487104
3,3.9807360000000003
5,2.7655488
7,2.3251967999999996
9,2.0853504
11,1.9556352
13,1.8719999999999999
15,1.8103104
17,1.7863488
19,1.7433215999999998
21,1.7185536000000001
23,1.7065152
25,1.675296
27,1.6663679999999998
29,1.643328
31,1.627488
33,1.6391231999999998
35,1.6308863999999998
37,1.6049087999999998
39,1.6148736
41,1.6088832
43,1.6168896
45,1.592064
47,1.6005888
49,1.6054847999999997
51,1.5686784
53,1.5823872
55,1.5823296
57,1.5842880000000001
59,1.567296
61,1.5694848
63,1.5981119999999998
65,1.5684479999999998
67,1.5666624
69,1.5603264000000001
71,1.5751296
73,1.5652224
75,1.5537024
77,1.5617088
79,1.5473088
81,1.5485759999999997
83,1.5421248
85,1.5547967999999999
87,1.5566976
89,1.5504767999999998
91,1.5600384
93,1.554912
95,1.5478848
97,1.5381504
99,1.5393023999999997
101,1.545984
103,1.540224
105,1.5496704
107,1.5456384
109,1.5505343999999999
111,1.5346944
113,1.541376
115,1.5550848
117,1.5262272
119,1.5357312
121,1.5546239999999998
123,1.5372288
125,1.538784
127,1.5364799999999998
129,1.5518592
131,1.530144
133,1.512576
135,1.5320448
137,1.5409152
139,1.5329087999999997
141,1.5335999999999999
143,1.541088
145,1.5285312
147,1.5170687999999999
149,1.5403391999999998
151,1.543104
153,1.5175296
155,1.5302016
157,1.5398208
159,1.5307776
161,1.531008
163,1.5329087999999997
165,1.5258815999999997
167,1.5427584
169,1.5165504
171,1.515744
173,1.5183936
175,1.5232320000000001
177,1.5329663999999998
179,1.5098112000000001
181,1.5216768
183,1.5245568
185,1.5251904
187,1.5333695999999999
189,1.5326208
191,1.5205248
193,1.5181632
195,1.5193151999999999
197,1.5359616
199,1.5246719999999998
201,1.511712
203,1.5281855999999998
205,1.5115968
207,1.5231744
209,1.5345216
211,1.5313535999999999
213,1.5261120000000001
215,1.5263423999999999
217,1.5275519999999998
219,1.514592
221,1.5076223999999998
223,1.5170687999999999
225,1.5238656000000002
227,1.5147072
229,1.5164928
231,1.5146496
233,1.5267456000000001
235,1.52928
237,1.5188544
239,1.5061824
241,1.5364223999999997
243,1.5185663999999999
245,1.5137279999999997
247,1.5369984
249,1.5232320000000001
251,1.5308928
253,1.531008
255,1.5337152
