n_iters,area
1,5.745694600224323
3,3.990918122095818
5,2.7672296106393204
7,2.3147636596699246
9,2.0907226406024675
11,1.9622047748758211
13,1.8772376221759333
15,1.8185739464829354
17,1.7745040858836725
19,1.7446819419964747
21,1.7161288255087326
23,1.693805479891043
25,1.680249959942317
27,1.6625412594135554
29,1.651639160390963
31,1.644544143566736
33,1.63531485338888
35,1.6270084922288095
37,1.616798589969556
39,1.612645409389521
41,1.6101073545906104
43,1.602089408748598
45,1.5977631789777278
47,1.5919371895529562
49,1.591533408107675
51,1.5889953533087646
53,1.5820733856753724
55,1.579246915558404
57,1.5765934946322706
59,1.5722095817977886
61,1.5720942156705655
63,1.5688062810447045
65,1.5684601826630347
67,1.5671911552635795
69,1.5656913956096778
71,1.5637301714468834
73,1.5614228489024193
75,1.5604422368210222
77,1.5582502804037814
79,1.5557699086684826
81,1.5539240506329113
83,1.5527703893606792
85,1.5532318538695722
87,1.5509822143887197
89,1.5506361160070503
91,1.5500016023073226
93,1.5469443999359078
95,1.5505207498798268
97,1.5491363563531486
99,1.5455600064092292
101,1.5456753725364523
103,1.5452139080275595
105,1.5433680499919884
107,1.5400224323025156
109,1.5425604871014262
111,1.5427912193558724
113,1.5424451209742027
115,1.5400224323025156
117,1.5427335362922607
119,1.5400801153661274
121,1.539791700048069
123,1.5382342573305559
125,1.537080596058324
127,1.5382342573305559
129,1.536503765422208
131,1.5365614484858197
133,1.535811568658869
135,1.535926934786092
137,1.5340233936869092
139,1.5332735138599582
141,1.53477327351386
143,1.5352924210863643
145,1.5326966832238422
147,1.5328697324146772
149,1.5323505848421726
151,1.5315430219516104
153,1.5311392405063289
155,1.5324659509693956
157,1.5309085082518827
159,1.5310238743791058
161,1.5298702131068738
163,1.5304470437429898
165,1.529697163916039
167,1.529235699407146
169,1.5272167921807402
171,1.529697163916039
173,1.528831917961865
175,1.5291780163435347
177,1.52865886877103
179,1.527101426053517
181,1.528370453452972
183,1.5299278961704856
185,1.5247364204454414
187,1.5265822784810128
189,1.5266399615446242
191,1.526236180099343
193,1.5262938631629548
195,1.5269283768626822
197,1.5240442236821021
199,1.526813010735459
201,1.527101426053517
203,1.528831917961865
205,1.5237558083640441
207,1.5243326390001601
209,1.5247364204454414
211,1.5230059285370934
213,1.5224867809645888
215,1.523063611600705
217,1.5264669123537893
219,1.5239865406184905
221,1.5232943438551514
223,1.5238711744912674
225,1.5229482454734817
227,1.5232366607915397
229,1.5211600705015222
231,1.5213331196923567
233,1.5234673930459863
235,1.5234097099823745
237,1.5247364204454414
239,1.5211023874379106
241,1.520294824547348
243,1.5218522672648613
245,1.5213331196923567
247,1.5224290979009774
249,1.5197756769748438
251,1.5210447043742987
253,1.5203525076109596
255,1.5213331196923567
