n_iters,area
1,5.74517952
3,3.9871468799999996
5,2.76579072
7,2.3171616
9,2.09066112
11,1.96219584
13,1.8786758399999999
15,1.81947456
17,1.7754969600000001
19,1.7446003199999998
21,1.71323712
23,1.6971264
25,1.6766438399999999
27,1.66229568
29,1.65529728
31,1.6427577599999998
33,1.6328620799999998
35,1.62940032
37,1.61644608
39,1.6127135999999997
41,1.60726464
43,1.6016601599999998
45,1.5984460799999998
47,1.59535872
49,1.5895584
51,1.58567616
53,1.5835507199999999
55,1.5819033599999999
57,1.57653504
59,1.5738508799999997
61,1.5722784
63,1.56857472
65,1.56742848
67,1.56598848
69,1.56424896
71,1.55987136
73,1.5632064
75,1.5610291199999997
77,1.55683008
79,1.55691072
81,1.5572448
83,1.5558278399999999
85,1.5516230399999997
87,1.5517670399999999
89,1.55087424
91,1.55100672
93,1.5459551999999999
95,1.5504652799999998
97,1.54610496
99,1.54480896
101,1.54736064
103,1.54501632
105,1.54468224
107,1.54181952
109,1.5432768
111,1.5411801600000001
113,1.54001664
115,1.54196352
117,1.53836928
119,1.54044864
121,1.5393945599999999
123,1.53830592
125,1.5363878400000002
127,1.5372115199999998
129,1.5371884800000002
131,1.5370559999999998
133,1.53448128
135,1.5348441599999998
137,1.5353107199999998
139,1.53331776
141,1.53533952
143,1.53460224
145,1.5312671999999998
147,1.5319295999999998
149,1.5329318399999998
151,1.5313535999999999
153,1.5317337599999998
155,1.5324998399999998
157,1.52970048
159,1.52732736
161,1.52918208
163,1.52811072
165,1.5289862399999998
167,1.5303283199999997
169,1.52771328
171,1.53007488
173,1.52764416
175,1.5277075199999999
177,1.53099072
179,1.5264460800000001
181,1.52906688
183,1.5277190399999998
185,1.52558784
187,1.5249312
189,1.5280934399999997
191,1.5243263999999999
193,1.524384
195,1.5274483199999997
197,1.52659584
199,1.52428032
201,1.5276844799999998
203,1.52515008
205,1.5233932799999998
207,1.52575488
209,1.52489664
211,1.5259449600000001
213,1.5257721599999998
215,1.52341056
217,1.52247744
219,1.5242284799999999
221,1.5247583999999998
223,1.5247296
225,1.52288064
227,1.5216998399999997
229,1.52227584
231,1.52104896
233,1.52327232
235,1.52165376
237,1.5199545599999997
239,1.52117568
241,1.52159616
243,1.5221376
245,1.52111808
247,1.52086464
249,1.5219244799999998
251,1.52019072
253,1.52020224
255,1.5236351999999997
