n_iters,area
1,5.746176
3,4.0066559999999996
5,2.749824
7,2.339712
9,2.170368
11,1.938816
13,1.866816
15,1.798848
17,1.753344
19,1.75392
21,1.7303039999999998
23,1.6963199999999998
25,1.6940159999999997
27,1.7026559999999997
29,1.672128
31,1.606464
33,1.6191360000000001
35,1.651392
37,1.6266239999999998
39,1.6220160000000001
41,1.607616
43,1.579392
45,1.5984
47,1.613376
49,1.5891839999999997
51,1.57248
53,1.5943679999999998
55,1.603008
57,1.5684479999999998
59,1.6179839999999999
61,1.57824
63,1.570752
65,1.6024319999999999
67,1.5943679999999998
69,1.5517439999999998
71,1.539072
73,1.562112
75,1.539648
77,1.559232
79,1.5655679999999998
81,1.564416
83,1.5937919999999999
85,1.5327359999999999
87,1.600128
89,1.5246719999999998
91,1.521216
93,1.5408
95,1.579392
97,1.550016
99,1.5603839999999998
101,1.506816
103,1.534464
105,1.5834239999999997
107,1.521216
109,1.540224
111,1.58688
113,1.54368
115,1.5022079999999998
117,1.5546239999999998
119,1.5056640000000001
121,1.5482879999999999
123,1.514304
125,1.5632639999999998
127,1.5384959999999999
129,1.4987519999999999
131,1.5160319999999998
133,1.51488
135,1.567872
137,1.54368
139,1.50624
141,1.570176
143,1.50336
145,1.525824
147,1.5408
149,1.5575039999999998
151,1.5194879999999997
153,1.553472
155,1.5102719999999998
157,1.5189119999999998
159,1.5552000000000001
161,1.5684479999999998
163,1.5194879999999997
165,1.51488
167,1.512
169,1.5408
171,1.5079679999999998
173,1.541376
175,1.539072
177,1.539648
179,1.5488639999999998
181,1.4941440000000001
183,1.52352
185,1.4987519999999999
187,1.525248
189,1.528704
191,1.5609600000000001
193,1.4993279999999998
195,1.5304319999999998
197,1.5131519999999998
199,1.542528
201,1.47744
203,1.52064
205,1.456128
207,1.5275519999999998
209,1.5264
211,1.541376
213,1.531008
215,1.49472
217,1.5189119999999998
219,1.473408
221,1.539072
223,1.5264
225,1.4964479999999998
227,1.5079679999999998
229,1.5166079999999997
231,1.478016
233,1.508544
235,1.5194879999999997
237,1.481472
239,1.518336
241,1.469952
243,1.5102719999999998
245,1.4883840000000002
247,1.5137279999999997
249,1.525824
251,1.5408
253,1.509696
255,1.541376
